#{"t_start": 1764939802.515601, "env_id": "highway-construction-v0"}
r,l,t
90.757865,170,12092.398527
77.526129,146,12093.679235
175.487749,177,12095.297154
-30.107125,52,12095.752865
-1.742336,65,12096.328696
93.473625,164,12097.843327
109.456318,187,12099.449635
111.773289,170,12101.030589
137.323389,176,12102.712112
121.703347,162,12104.141844
6.176278,99,12105.020258
169.287371,177,12106.596422
131.726061,175,12108.017161
-37.541873,34,12108.337351
56.284008,110,12109.328561
139.365757,169,12110.81613
92.205048,180,12112.367753
134.075622,179,12113.918292
-50.0,1,12113.92898
-39.518396,29,12114.195729
-33.3813,47,12114.609251
121.044375,182,12116.261651
151.021898,180,12117.875512
67.721847,189,12119.415663
149.944676,185,12121.080794
83.802798,184,12122.645159
194.335725,171,12124.24559
139.989578,179,12125.809375
-56.256812,18,12125.97495
-28.00037,23,12126.181994
150.097193,177,12127.744649
175.910562,164,12129.19757
40.899033,117,12130.258005
166.065555,184,12132.017866
166.766651,182,12133.537602
22.36368,86,12134.31775
-41.626897,58,12134.871684
153.968719,167,12136.411916
-37.027151,39,12136.758144
135.473261,182,12138.337211
111.292243,190,12139.903799
165.122633,173,12141.386139
112.356437,169,12142.981214
43.372826,184,12144.571644
-30.357225,48,12145.012594
-50.0,1,12145.023058
108.759767,201,12146.908171
147.65547,185,12148.563277
108.19751,185,12150.206748
131.455253,182,12151.803494
-33.526734,42,12152.180878
160.06913,180,12153.852132
140.395735,168,12155.33189
176.243948,176,12156.886655
139.698093,173,12158.487024
147.074031,187,12160.056694
152.93847,177,12161.602513
162.246751,187,12163.247678
99.927735,161,12164.794048
-26.884267,70,12165.46974
-50.0,1,12165.480429
157.16385,182,12167.111638
138.381851,169,12168.599446
76.522823,188,12170.252283
-20.246348,62,12170.789058
-45.479175,24,12171.012192
68.077187,159,12172.354744
-7.156628,70,12172.976924
112.128384,160,12174.440893
89.000724,184,12176.024332
126.995529,160,12177.557608
104.871572,173,12179.18129
168.830162,178,12180.769502
54.528094,137,12181.978883
131.274329,198,12183.672093
160.531047,184,12185.300528
127.769563,181,12186.920078
-50.0,1,12186.93062
131.340994,202,12188.765287
-48.061374,3,12188.799296
-50.0,1,12188.808913
-46.483415,68,12189.487613
145.645289,185,12191.253364
94.520378,171,12192.863374
117.274939,171,12194.518261
170.300052,183,12196.381961
139.430863,185,12198.011728
-50.0,1,12198.023515
150.096702,193,12199.632098
72.295092,202,12201.363279
-25.58928,49,12201.81991
126.100635,168,12203.341974
57.240421,156,12204.719734
112.903224,185,12206.370566
-20.182638,88,12207.156575
34.605814,96,12208.046755
143.6017,190,12209.771499
107.196842,193,12211.569181
-50.0,1,12211.579603
112.857222,156,12212.941327
169.658311,176,12214.489986
-28.577142,57,12214.964382
-55.234175,74,12215.64981
-50.0,1,12215.65956
-50.0,1,12215.66995
152.316444,170,12217.12519
65.925399,155,12218.487469
106.66235,168,12219.972977
107.130084,195,12221.694368
148.31979,175,12223.329158
130.681288,190,12225.02814
120.626298,161,12226.563176
182.684997,181,12228.272635
68.312755,181,12229.808514
106.158547,183,12231.504521
134.962248,167,12232.973333
186.73035,184,12234.582934
-32.542507,22,12234.775844
129.783028,181,12236.357926
104.560429,153,12237.70499
148.643158,176,12239.255337
164.511391,182,12241.027738
103.268772,156,12242.609751
121.028974,195,12244.454351
107.237245,166,12245.965011
130.14423,185,12247.56554
148.037411,193,12249.280623
154.32183,185,12250.912952
77.189112,146,12252.241761
155.268739,179,12253.820387
-0.415211,78,12254.510686
-13.435275,48,12254.974428
156.292095,182,12256.628153
22.838781,122,12257.697474
127.505817,178,12259.2796
125.460484,173,12260.923884
-0.16993,78,12261.665121
-37.697898,29,12261.935227
86.605019,179,12263.476535
150.570323,179,12265.032602
33.83999,76,12265.719129
-1.796719,70,12266.347758
176.780478,181,12267.954242
153.290322,179,12269.791016
109.906577,185,12271.670136
98.843576,196,12273.520332
94.434882,145,12274.821946
131.850953,183,12276.539061
81.986509,170,12278.067388
123.881984,180,12279.694995
138.840713,171,12281.280722
130.185492,180,12283.091385
130.031222,200,12284.988979
137.897186,185,12286.755011
148.017612,192,12288.550915
-54.506586,30,12288.818833
77.652604,177,12290.391207
-50.0,1,12290.402298
-14.581155,74,12291.137973
110.214595,160,12292.718967
128.551822,177,12294.415263
164.75616,179,12296.086077
130.758701,168,12297.525165
116.292922,174,12299.07601
121.131751,184,12300.77573
-33.47217,27,12301.024543
117.650784,182,12302.624559
-20.867244,48,12303.050167
125.242417,186,12304.703903
-1.390671,74,12305.352469
133.82758,198,12307.118409
-29.27592,45,12307.55058
117.009696,159,12309.018326
-44.651036,17,12309.181157
155.22444,175,12310.683745
-36.156597,36,12311.024729
118.908188,190,12312.724037
-50.0,1,12312.734922
-50.0,1,12312.744662
133.008602,155,12314.063589
135.422283,185,12315.836092
180.711334,176,12317.419924
169.778865,186,12319.083234
-28.033743,38,12319.411105
176.00558,180,12321.010062
142.752925,178,12322.78935
100.469214,177,12324.403775
144.814271,181,12326.017602
139.193692,165,12327.51187
-50.0,1,12327.529631
174.109985,175,12329.089533
-42.49612,40,12329.452774
107.40809,167,12330.948209
105.651931,185,12332.598808
139.240777,169,12334.055758
120.330692,183,12335.792154
173.166268,180,12337.386467
0.840249,68,12338.004766
-50.0,1,12338.023611
131.440351,199,12339.857961
-50.0,1,12339.875427
-28.743486,53,12340.334825
-50.0,1,12340.346149
-50.0,1,12340.356174
150.500531,176,12341.950695
-50.0,1,12341.968371
180.500396,173,12343.594853
174.178127,175,12345.199216
113.332868,186,12346.985556
120.430703,164,12348.554857
99.227966,165,12350.164428
188.856228,175,12351.756405
103.553031,155,12353.204515
96.505692,162,12354.805167
95.919212,150,12356.223314
-21.203584,47,12356.648592
151.591443,176,12358.213095
90.570541,169,12359.783195
105.387435,184,12361.413197
52.136804,155,12362.919042
124.510341,170,12364.418799
150.830093,175,12366.006066
-40.04374,33,12366.30061
149.267977,179,12367.870732
152.274763,187,12369.498719
147.474506,179,12371.155506
-27.893892,28,12371.403146
140.671355,169,12372.850911
94.604909,175,12374.57426
121.593405,177,12376.200657
111.354648,179,12377.748222
133.195549,190,12379.509523
141.406415,186,12381.073188
26.094096,59,12381.600111
-57.447359,79,12382.320573
-44.870873,32,12382.603702
131.67986,171,12384.188754
171.71508,177,12385.761269
138.883217,175,12387.359688
114.60668,179,12389.053381
158.011908,184,12390.877126
142.977395,171,12392.519091
183.448536,180,12394.338706
120.392682,166,12395.920504
103.148328,195,12397.557432
147.86741,175,12399.114797
-54.839352,65,12399.772606
73.739914,209,12401.742065
79.564171,166,12403.324708
-28.156812,51,12403.798201
71.745892,153,12405.25162
106.512555,159,12406.655637
138.315991,184,12408.259859
142.731455,185,12409.899549
161.048443,180,12411.725067
127.46858,183,12413.411418
-2.22743,58,12413.955255
-39.791593,29,12414.232331
152.491916,174,12415.781692
93.695673,200,12417.691097
132.196576,172,12419.389406
158.519797,175,12421.142518
-50.0,1,12421.152878
171.583443,183,12422.931597
-50.0,1,12422.942116
144.652758,179,12424.549403
143.444253,168,12426.24231
110.399894,201,12428.10883
80.014129,152,12429.490128
107.693951,185,12431.105399
110.394283,165,12432.567424
187.168287,174,12434.084863
63.932398,195,12435.749245
131.430003,187,12437.454971
-8.811021,84,12438.256914
-28.130766,36,12438.593685
156.355191,178,12440.15345
152.739242,179,12441.770731
89.599607,173,12443.302976
59.247882,182,12445.004659
142.338818,183,12446.706812
179.096387,178,12448.385482
84.653512,196,12450.245962
107.880896,199,12452.023459
91.106079,171,12453.660175
180.920498,180,12455.223177
115.862263,174,12456.74309
-50.0,1,12456.752987
-44.311387,25,12456.977341
-12.851304,76,12457.637192
148.782048,167,12459.208166
126.851246,173,12460.828268
-50.0,1,12460.846475
152.603004,190,12462.528024
42.811272,199,12464.378293
-33.13542,44,12464.792122
109.86249,194,12466.491389
51.515108,149,12467.729146
148.440975,185,12469.537035
-50.0,1,12469.546896
147.696046,179,12471.187687
168.118376,179,12472.83635
184.552734,173,12474.290419
132.550763,185,12475.899784
171.992478,178,12477.490053
94.202913,190,12479.289416
142.671678,187,12480.901149
-44.153399,22,12481.108328
133.845599,182,12482.791624
96.40878,141,12484.101679
91.911874,172,12485.774582
-8.566036,66,12486.408708
90.120807,149,12487.926708
-50.0,1,12487.938674
113.776981,160,12489.528401
-48.485462,32,12489.818474
-50.0,1,12489.829929
165.73908,182,12491.576232
91.665885,163,12493.021653
6.381045,83,12493.748506
177.962345,171,12495.26268
-50.0,1,12495.272616
138.561615,180,12496.791665
-32.574117,46,12497.188235
156.039457,179,12498.692352
121.217514,160,12500.162625
-23.916156,49,12500.596993
33.740743,177,12502.072772
121.984893,195,12503.804391
-4.989196,123,12504.95367
-32.442359,37,12505.291434
130.080743,169,12506.728202
146.329464,180,12508.278313
61.926086,160,12509.683069
114.944837,171,12511.328385
103.961232,168,12512.775949
167.838435,177,12514.337417
159.764141,185,12516.062108
-50.0,1,12516.079945
120.833001,159,12517.705547
92.031262,186,12519.527562
152.811832,176,12521.29931
-50.0,1,12521.310671
-37.423817,123,12522.433131
132.289121,171,12524.053169
141.254802,179,12525.751319
-15.861252,107,12526.675146
-21.946338,61,12527.233481
-21.9135,48,12527.681929
-50.0,1,12527.700109
114.563089,184,12529.443523
120.866495,165,12530.860369
111.661332,176,12532.431402
15.4662,62,12532.976566
-50.0,1,12532.994758
134.254701,177,12534.544248
78.193098,148,12535.797719
141.415214,184,12537.553853
163.548933,179,12539.233292
168.612077,185,12540.947589
171.436035,175,12542.63425
113.829323,198,12544.552164
-50.0,1,12544.562891
68.533024,156,12546.057534
-48.054573,9,12546.153812
-50.0,1,12546.164198
130.421878,177,12547.827793
-42.221865,36,12548.153512
168.507181,182,12549.764695
-36.882367,27,12550.018267
87.124352,177,12551.745899
140.676824,177,12553.28631
114.313353,166,12554.764382
-33.145276,43,12555.165762
-34.607088,28,12555.431675
140.148786,183,12557.027614
180.453348,178,12558.734452
133.395367,179,12560.258085
-49.705773,34,12560.549019
205.00849,179,12562.211765
-15.770563,54,12562.735605
161.206597,183,12564.479969
-14.363064,70,12565.123014
21.800864,161,12566.574244
-50.0,1,12566.592825
150.557793,184,12568.165237
166.239833,164,12569.666969
-50.0,1,12569.677105
-37.155622,20,12569.8686
174.645499,178,12571.422015
182.043183,185,12573.109049
142.890207,191,12574.84762
-17.933482,74,12575.454956
34.862481,99,12576.390714
78.675106,203,12578.05484
64.054961,154,12579.521752
169.530903,174,12581.185521
176.516159,181,12582.787605
4.08958,107,12583.721581
170.161422,187,12585.496191
195.640687,176,12587.273009
-50.0,1,12587.283995
96.251066,164,12588.771809
99.490616,186,12590.630707
164.508106,175,12592.237742
-24.223106,55,12592.759629
-42.070626,65,12593.346585
165.909991,176,12594.999583
88.7314,165,12596.451637
-50.0,1,12596.462281
-50.0,1,12596.472416
-11.442774,68,12597.122406
174.460628,188,12598.926499
46.522263,124,12600.110042
173.913867,173,12601.664565
146.525184,179,12603.286454
21.886177,159,12604.631864
123.767694,178,12606.243233
122.820947,177,12607.737056
146.326437,184,12609.511112
94.399867,167,12610.936779
-52.803055,66,12611.525413
144.82742,184,12613.183823
144.697762,169,12614.68264
142.662689,176,12616.304105
95.589603,201,12618.094912
-50.0,1,12618.105209
110.124791,184,12619.811299
-5.340813,74,12620.569178
146.870376,173,12622.331006
168.773652,183,12623.99285
-35.686972,13,12624.11383
115.167572,186,12625.867922
31.096639,94,12626.764583
88.135923,164,12628.304275
87.130896,212,12630.396397
113.320797,161,12631.88994
143.988986,199,12633.742108
-50.0,1,12633.753344
-25.097822,54,12634.242136
69.930396,125,12635.428668
58.573128,144,12636.728474
159.002418,193,12638.534022
-33.152052,86,12639.371441
148.104183,185,12641.079514
68.401931,136,12642.245326
157.393419,180,12643.774329
116.963075,179,12645.378666
114.076682,184,12647.087448
66.490992,160,12648.524358
67.992778,185,12650.28859
60.753655,153,12651.653909
195.11217,173,12653.194101
6.231314,60,12653.797406
-27.071878,41,12654.170655
152.387499,178,12655.811509
199.548885,171,12657.384402
-50.0,1,12657.395705
-15.661254,61,12657.969139
151.580782,184,12659.71354
122.357245,171,12661.406262
-24.732046,101,12662.39129
105.636548,188,12664.090169
-9.91533,202,12665.891142
185.129624,182,12667.68221
-44.955354,28,12667.949655
162.215345,182,12669.662743
129.994074,161,12671.099898
-33.044131,23,12671.318586
165.88745,183,12673.004419
176.382593,178,12674.825789
107.171957,152,12676.241631
-41.139933,26,12676.49577
118.089567,179,12678.084822
128.983029,196,12679.886501
168.186441,175,12681.519439
84.363304,169,12682.960705
-38.235568,57,12683.492516
-38.349488,13,12683.616772
158.507502,180,12685.227413
156.531143,168,12686.716113
-0.906547,69,12687.358948
-50.0,1,12687.369797
132.185492,189,12688.925815
178.644895,183,12690.683284
-34.58145,56,12691.254266
11.380139,100,12692.233038
4.48994,91,12693.119229
-49.14211,2,12693.1372
93.063666,142,12694.545564
-50.0,1,12694.556979
141.037337,182,12696.405812
-54.600651,39,12696.797656
149.593678,192,12698.668273
168.4722,188,12700.437797
-43.878293,8,12700.514062
141.203848,182,12702.214496
-50.0,1,12702.225942
144.034163,186,12703.908227
75.916561,174,12705.592139
-26.412006,31,12705.879113
162.710073,189,12707.698397
148.969776,183,12709.337837
55.953544,152,12710.757793
101.484453,160,12712.369393
114.27542,171,12714.008459
175.148359,173,12715.669547
192.400702,176,12717.272651
-50.0,1,12717.283458
178.36511,175,12718.906684
-50.0,1,12718.917635
161.466452,165,12720.533236
70.321195,165,12722.114671
-50.0,1,12722.126029
-35.539052,16,12722.276592
4.734231,65,12722.916959
-50.0,1,12722.927808
88.289305,152,12724.390676
-2.39318,74,12725.063649
152.882924,179,12726.589024
-50.0,1,12726.600054
161.29645,176,12728.070444
181.760736,170,12729.586082
-11.807453,52,12730.062327
105.386103,170,12731.614407
-22.828093,34,12731.955253
128.204464,181,12733.671991
121.738012,171,12735.421596
69.206261,159,12736.915746
-38.681418,45,12737.329827
80.535467,163,12738.882154
125.193604,162,12740.424147
75.463376,164,12741.91399
108.205739,209,12743.931616
181.883955,178,12745.534161
-3.818141,48,12745.99343
171.021678,174,12747.60501
-46.468503,3,12747.639953
2.38606,150,12748.935268
-50.0,1,12748.945677
138.466744,171,12750.591825
124.642517,176,12752.128248
163.332745,170,12753.727249
133.059863,171,12755.294727
149.836496,183,12756.957177
186.948886,180,12758.670478
-50.0,1,12758.680783
4.920147,74,12759.414155
90.157696,181,12761.136548
-38.0427,12,12761.255115
167.491323,161,12762.86387
150.60636,170,12764.494022
-30.989949,30,12764.776204
-1.031973,61,12765.343605
173.612791,174,12766.987746
142.735505,182,12768.690581
152.708268,192,12770.475989
-50.0,1,12770.486518
-50.0,1,12770.497054
-50.0,1,12770.507341
119.406223,184,12772.252955
176.965816,179,12773.902121
152.909979,161,12775.482264
165.305802,187,12777.304495
112.521231,141,12778.62936
160.271075,170,12780.207001
137.362151,182,12781.877861
-23.899974,56,12782.384631
168.296914,180,12783.949112
-30.413157,35,12784.262523
-38.166913,24,12784.484185
111.935085,177,12786.02568
174.435425,179,12787.597282
153.680334,167,12789.084078
171.66319,179,12790.721184
103.397339,172,12792.314395
175.294209,187,12793.947079
129.095829,202,12795.620368
165.642851,177,12797.176958
190.703877,175,12798.897879
135.922496,186,12800.773439
-29.550942,50,12801.230674
174.257471,167,12802.775815
159.388574,188,12804.511614
17.93072,61,12805.062393
67.312154,205,12806.962099
165.632778,172,12808.570759
144.298332,172,12810.273965
170.756417,180,12811.898316
98.629321,124,12813.121443
157.046493,183,12814.797923
184.228075,171,12816.419792
-15.639118,59,12816.970735
-30.085775,39,12817.334791
125.514583,154,12818.85117
-18.492399,60,12819.408639
97.969304,158,12820.867741
159.925722,179,12822.416349
133.627431,164,12823.970087
158.28848,183,12825.703708
189.066217,177,12827.379519
113.817874,159,12828.782633
79.925585,188,12830.465876
122.684123,178,12832.06211
25.810705,138,12833.285339
163.400662,172,12834.911309
-48.800883,11,12835.004886
109.597221,199,12836.860515
152.076694,182,12838.535937
174.621847,184,12840.228084
150.89143,176,12841.857008
-50.0,1,12841.867697
135.114467,187,12843.585274
-41.465766,30,12843.863011
-49.327667,2,12843.891036
87.965176,147,12845.246891
168.564655,173,12846.827255
-25.748059,55,12847.333454
124.287658,175,12848.889898
79.261147,138,12850.084121
157.05592,190,12851.792297
155.103726,163,12853.179828
-50.0,1,12853.190593
113.347056,184,12854.844087
-45.236198,37,12855.218054
183.428854,172,12856.819204
142.504008,163,12858.35573
155.83557,175,12859.950397
149.847028,190,12861.762819
60.006882,119,12862.826148
-50.0,1,12862.836343
87.134488,165,12864.257245
170.770393,174,12865.954971
140.406138,176,12867.533931
187.447688,176,12869.003421
80.404726,191,12870.662981
145.735879,186,12872.246046
36.870867,129,12873.44681
164.156666,163,12874.926197
113.8501,166,12876.499987
164.075919,183,12878.200737
130.549115,162,12879.653058
163.108905,170,12881.298897
-42.751343,22,12881.508515
7.61656,59,12882.074005
148.721398,189,12883.972521
68.996099,134,12885.232344
172.520203,164,12886.714214
-33.593681,48,12887.153986
-42.548595,14,12887.281982
180.573457,181,12888.92073
97.502066,175,12890.605046
139.7241,168,12892.136311
74.914903,128,12893.254372
166.312436,175,12894.827368
119.620598,164,12896.439901
-50.0,1,12896.451203
3.891149,59,12896.995695
174.6085,182,12898.798182
12.855944,58,12899.323358
17.587579,85,12900.177079
-45.450469,29,12900.422678
-50.0,1,12900.440379
104.163595,173,12901.983834
-29.169027,29,12902.246547
202.122483,176,12903.752964
-50.0,1,12903.762954
99.81833,171,12905.38296
-39.29288,18,12905.573963
-24.739283,44,12905.979998
-50.0,1,12905.990553
139.578905,165,12907.61709
103.96612,165,12909.129169
124.454878,178,12910.759582
-50.0,1,12910.769868
14.980496,73,12911.473278
177.131998,171,12913.044175
-23.050904,56,12913.528765
99.879661,157,12914.981927
-50.0,1,12915.000396
47.301309,160,12916.502757
174.836052,169,12918.215488
-45.782168,27,12918.472455
181.038682,179,12920.161751
113.703489,195,12922.118885
14.026729,136,12923.313247
-50.0,1,12923.324119
-29.252513,58,12923.820875
-14.984823,51,12924.28524
169.782374,175,12925.991601
166.169709,160,12927.420948
110.95539,179,12929.049503
141.862793,159,12930.66814
199.269426,171,12932.219696
-44.742603,13,12932.345599
16.812707,47,12932.782911
-34.745555,18,12932.953631
195.801907,174,12934.612794
-28.411537,25,12934.8529
-50.0,1,12934.864009
128.921343,167,12936.359773
-29.452158,23,12936.569443
134.413569,167,12938.107922
142.442366,173,12939.685804
182.296043,170,12941.186031
146.022402,156,12942.522924
91.24414,138,12943.829665
106.782057,174,12945.436756
111.950124,153,12946.799659
-49.14211,2,12946.824737
-34.772598,76,12947.529412
-10.621364,45,12947.964913
-50.0,1,12947.975874
122.754681,157,12949.458965
151.639844,165,12950.889619
118.949986,165,12952.512767
156.41676,172,12953.979651
75.680781,123,12955.209155
167.805754,175,12956.968451
85.585604,167,12958.543852
177.175293,176,12960.143819
159.859764,167,12961.690821
165.699824,170,12963.441235
171.398252,167,12965.029832
-13.310678,53,12965.558375
163.675078,183,12967.383776
163.580887,164,12968.903314
176.564829,161,12970.466346
-40.29673,44,12970.890394
140.071767,163,12972.397562
-29.451056,47,12972.831258
148.050875,162,12974.282168
138.558231,184,12976.047164
98.591769,177,12977.602463
120.060258,155,12978.933035
-21.281352,64,12979.514876
80.570703,114,12980.612802
169.259549,186,12982.160515
173.179246,173,12983.792148
163.387021,162,12985.297089
154.510231,169,12986.963483
15.913208,59,12987.539283
180.83186,178,12988.994201
-28.888705,39,12989.348469
196.75338,169,12990.860764
56.721467,118,12991.951319
139.388042,175,12993.665569
123.247031,176,12995.365517
152.07821,168,12996.996994
97.929046,162,12998.516054
155.46611,186,13000.504256
156.312043,170,13002.086056
80.6449,123,13003.15667
54.049048,101,13004.049026
53.669195,121,13005.164683
128.345386,191,13006.906198
-21.107189,33,13007.201016
164.233753,165,13008.842626
123.954024,185,13010.579945
122.751565,155,13011.96617
148.79856,181,13013.717153
149.377064,168,13015.294846
148.327355,177,13017.054009
160.119168,166,13018.664235
168.008846,171,13020.330226
135.018942,180,13022.157147
156.226494,175,13023.910869
107.378544,178,13025.490396
-50.0,1,13025.501958
-24.154734,38,13025.867275
71.951012,100,13026.876098
-26.978093,37,13027.22543
184.768614,170,13028.73872
139.753193,160,13030.197115
-4.496941,102,13031.09315
-50.0,1,13031.103717
179.2825,168,13032.65835
130.709257,181,13034.306243
-16.430218,58,13034.82611
147.955578,181,13036.490189
162.487754,181,13038.134728
-25.150521,43,13038.495721
71.369309,113,13039.570241
140.722617,166,13041.024807
68.584594,159,13042.591518
111.184976,182,13044.25054
195.506693,185,13045.992045
160.640733,179,13047.486507
-50.0,1,13047.503772
123.636184,182,13049.215481
168.109455,181,13050.81438
146.545663,179,13052.511108
37.587827,107,13053.508251
148.509704,178,13055.236615
122.214296,189,13056.911581
96.134875,146,13058.262248
130.093586,173,13059.93135
154.768839,171,13061.621957
130.853574,174,13063.304466
40.740311,123,13064.54322
-50.0,1,13064.563106
174.834632,167,13066.05649
118.652152,172,13067.663061
158.115104,188,13069.475876
-50.0,1,13069.495015
-34.48735,25,13069.716843
126.782088,178,13071.28489
199.153842,177,13072.920912
107.316496,170,13074.4432
13.325276,83,13075.300594
135.569606,170,13076.895273
115.335163,161,13078.381455
-33.429803,23,13078.605705
145.85864,164,13080.206125
163.946727,163,13081.611978
140.203451,170,13083.178141
165.735693,167,13084.623565
207.106106,169,13086.22857
108.009832,186,13088.002637
103.251322,189,13089.732803
154.771401,182,13091.430453
-44.269177,10,13091.517334
-30.47356,45,13091.953603
139.700925,183,13093.573779
90.576774,136,13094.766424
132.51102,166,13096.298651
101.870347,147,13097.616396
199.861292,166,13099.308698
-27.078018,48,13099.799524
150.80859,190,13101.607938
-8.534572,43,13102.013723
139.283351,183,13103.702544
13.307277,84,13104.48735
106.31059,157,13105.887312
-33.481625,24,13106.111304
-50.0,1,13106.128861
150.325876,170,13107.78129
191.909609,167,13109.368345
121.804178,160,13110.852783
123.898175,184,13112.543262
159.699009,188,13114.22878
-15.184022,54,13114.718907
-28.476834,26,13114.970796
-15.545091,67,13115.617918
157.013953,174,13117.23439
-22.080644,34,13117.553496
-50.0,1,13117.564172
133.244874,161,13118.985694
-19.714282,29,13119.233087
-50.0,1,13119.250862
185.032621,168,13120.866898
95.970676,131,13122.087755
104.515906,176,13123.638863
185.607899,172,13125.161012
-28.536083,47,13125.574889
136.573655,174,13127.150034
204.741861,165,13128.750711
175.104716,180,13130.403869
-22.071856,34,13130.706523
-50.0,1,13130.725421
121.329762,141,13132.083932
145.759561,186,13133.80008
159.165838,169,13135.330339
191.545129,171,13136.847234
24.649007,132,13138.030232
-13.014933,72,13138.687933
152.454739,187,13140.426797
87.504874,119,13141.534276
75.648119,139,13142.769518
-6.345906,51,13143.270605
174.054261,173,13144.930867
176.985096,164,13146.482306
176.297561,175,13148.197939
88.964446,159,13149.632297
28.970755,80,13150.404842
107.302814,170,13151.946041
-50.0,1,13151.95773
-30.371616,24,13152.182145
-13.684384,52,13152.651908
154.427398,177,13154.244585
-24.037401,27,13154.499594
132.47486,156,13155.978193
129.814203,185,13157.635402
128.483417,198,13159.501406
141.047335,163,13161.016854
172.449547,177,13162.675586
165.319345,186,13164.465527
4.936606,65,13165.070722
142.067107,162,13166.590576
-0.595054,67,13167.191804
180.340144,171,13168.748805
185.193021,179,13170.38282
173.518649,159,13171.902063
-46.827664,17,13172.07428
134.589613,172,13173.832704
72.07274,159,13175.346901
120.363588,172,13177.029221
179.963772,176,13178.636367
187.209648,181,13180.433321
161.373593,172,13182.104279
95.19804,130,13183.260051
171.764603,176,13184.919814
13.39232,177,13186.599011
134.123618,180,13188.316369
87.478404,120,13189.499708
154.226396,174,13191.219638
133.859143,174,13192.878094
136.429489,171,13194.455707
173.537994,167,13196.137969
153.62861,174,13197.745743
174.437249,179,13199.375844
-50.0,1,13199.385883
91.536124,166,13200.87501
6.596905,72,13201.60314
55.495632,142,13202.888391
-14.095272,40,13203.280513
84.874196,133,13204.521886
42.085389,74,13205.234884
-31.795496,51,13205.685328
68.535108,130,13206.828369
184.694055,175,13208.494081
-50.0,1,13208.505812
116.113204,181,13210.2076
-50.0,1,13210.218986
-11.096834,55,13210.729318
185.241685,169,13212.313328
-11.177209,52,13212.791681
150.25665,171,13214.341339
170.971757,170,13216.106799
185.448492,170,13217.650405
-45.731083,61,13218.179146
165.440579,180,13219.924637
-50.0,1,13219.942335
142.069817,172,13221.537537
-50.0,1,13221.548522
140.602161,159,13222.918354
174.145289,166,13224.413324
146.946973,175,13225.937916
-40.519489,16,13226.091158
201.671309,175,13227.697698
-50.0,1,13227.707957
-50.0,1,13227.71814
154.156975,178,13229.304854
118.899475,165,13230.775836
-40.133171,15,13230.920984
160.204394,172,13232.476721
187.734272,166,13234.064253
156.018071,170,13235.782315
186.754609,179,13237.539475
25.450771,185,13239.278233
123.394274,159,13240.819801
99.705539,188,13242.484341
-23.150139,26,13242.721938
-50.0,1,13242.732945
153.325981,153,13244.268743
198.104118,174,13245.854862
127.442332,167,13247.33284
173.162797,165,13248.901086
